user_id,user_name,session_id,ad_source,clicked_ad,landed_on_website,device_type,time_on_site_sec,product_viewed,num_products_viewed,added_to_cart,initiated_checkout,completed_purchase,purchase_amount,left_review,exit_stage,product_category
user_0295,Logan Thompson,sess_3f3fd5a641,Instagram,Yes,Yes,Desktop,468,Pants Item Z,1,Yes,Yes,No,0.0,No,checkout,Pants
user_0178,Julie Mccullough,sess_7b4c0294db,Instagram,Yes,Yes,Mobile,76,Pants Item Z,1,No,No,No,0.0,No,product_page,Pants
user_0003,Candice Acevedo,sess_22d0e3b922,Google,Yes,Yes,Mobile,51,Jeans Item A,2,No,No,No,0.0,No,product_page,Jeans
user_0391,Kelly Hebert,sess_1288d7e306,Facebook,Yes,Yes,Mobile,114,Hoodies Item B,1,No,No,No,0.0,No,product_page,Hoodies
user_0217,Tina Wade,sess_2c9e4fc1fd,Instagram,Yes,Yes,Desktop,176,T-Shirts Item Z,6,Yes,No,No,0.0,No,cart,T-Shirts
user_0334,Kristen Robles,sess_8648ed2816,Instagram,No,No,Desktop,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0358,Scott Reeves,sess_68be13f95e,Facebook,Yes,Yes,Mobile,233,Hoodies Item X,1,Yes,Yes,Yes,54.13,No,purchase_confirmation,Hoodies
user_0354,Bonnie Evans,sess_09ac3b16b1,Instagram,Yes,Yes,Mobile,54,T-Shirts Item X,1,No,No,No,0.0,No,product_page,T-Shirts
user_0267,Tina Villa,sess_e322fa5706,Facebook,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0376,Sarah Sims,sess_e1122082da,Facebook,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0106,Audrey Payne,sess_8ff9a98b18,Facebook,Yes,Yes,Desktop,534,T-Shirts Item Z,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0293,Morgan Mclaughlin,sess_20d09581ed,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0227,Lance Martinez,sess_8a6bdb9236,Facebook,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0266,Annette Lee,sess_ccb9db0305,Instagram,Yes,Yes,Mobile,5,,0,No,No,No,0.0,No,landing_page,
user_0331,Adam Gross,sess_57a140c9fa,Instagram,Yes,Yes,Desktop,149,Shorts Item A,2,No,No,No,0.0,No,product_page,Shorts
user_0183,Bianca Zamora,sess_58d666fc5d,Instagram,Yes,Yes,Desktop,10,,0,No,No,No,0.0,No,landing_page,
user_0384,Elizabeth Thomas,sess_8ef93b0aa0,Instagram,Yes,Yes,Mobile,72,Pants Item A,3,No,No,No,0.0,No,product_page,Pants
user_0166,Sarah Phillips,sess_9751e11983,Instagram,Yes,Yes,Mobile,160,Pants Item X,2,No,No,No,0.0,No,product_page,Pants
user_0187,Elizabeth Kent,sess_1471ef4616,Facebook,Yes,Yes,Mobile,215,Shorts Item B,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0157,Kathryn Soto,sess_c755d66e5d,Facebook,Yes,Yes,Desktop,95,Jeans Item Z,2,No,No,No,0.0,No,product_page,Jeans
user_0211,Brandi Hill,sess_084366bec3,Instagram,Yes,Yes,Desktop,21,,0,No,No,No,0.0,No,landing_page,
user_0342,Charles Sullivan,sess_37b312905d,Instagram,Yes,Yes,Desktop,493,Accessories Item X,1,Yes,Yes,No,0.0,No,checkout,Accessories
user_0387,Joshua Mcdonald,sess_c6ba4d2540,Instagram,Yes,Yes,Mobile,111,Jeans Item Z,1,No,No,No,0.0,No,product_page,Jeans
user_0207,Joseph Pruitt,sess_11aa654881,Google,Yes,Yes,Desktop,72,Accessories Item Z,4,No,No,No,0.0,No,product_page,Accessories
user_0168,Brittany Hardy,sess_c615436e5e,Instagram,Yes,Yes,Desktop,93,T-Shirts Item A,5,No,No,No,0.0,No,product_page,T-Shirts
user_0034,Michael Parrish,sess_e0162b51eb,Google,Yes,Yes,Mobile,150,Pants Item B,5,No,No,No,0.0,No,product_page,Pants
user_0139,Ralph Buchanan,sess_c72a15bca9,Instagram,Yes,Yes,Mobile,342,Shorts Item Z,1,Yes,Yes,Yes,33.27,Yes,purchase_confirmation,Shorts
user_0400,Kelly Reyes,sess_ced915c802,Facebook,No,No,Desktop,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0060,April Stevenson,sess_2e410ae4f5,Instagram,Yes,Yes,Mobile,887,T-Shirts Item X,1,Yes,Yes,Yes,23.08,No,purchase_confirmation,T-Shirts
user_0326,Christopher Allen,sess_54867f4c5b,Instagram,Yes,Yes,Mobile,362,Pants Item Z,1,Yes,Yes,No,0.0,No,checkout,Pants
user_0397,Jared Mitchell,sess_2021a160f3,Google,Yes,Yes,Mobile,157,T-Shirts Item A,1,No,No,No,0.0,No,product_page,T-Shirts
user_0297,Mark Brown,sess_645cf9f1c0,Google,Yes,Yes,Mobile,142,Pants Item B,2,No,No,No,0.0,No,product_page,Pants
user_0039,Heather White,sess_67f2c24da2,Instagram,Yes,Yes,Mobile,319,Jeans Item X,3,Yes,Yes,No,0.0,No,checkout,Jeans
user_0206,Amanda Stanton,sess_fbda395bb8,Facebook,Yes,Yes,Mobile,248,Jeans Item Z,1,Yes,Yes,Yes,40.95,Yes,purchase_confirmation,Jeans
user_0391,Kelly Hebert,sess_2b624d2537,Google,Yes,No,Mobile,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0041,William Ellison,sess_35fea81dc3,Google,Yes,Yes,Mobile,136,T-Shirts Item Z,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0095,John Olson,sess_5a13e72c5f,Instagram,Yes,Yes,Desktop,294,Hoodies Item Z,2,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0182,Jennifer Simon,sess_0666469f02,Facebook,Yes,Yes,Mobile,51,Shorts Item X,1,No,No,No,0.0,No,product_page,Shorts
user_0091,Jesus Nguyen,sess_5cec22770f,Instagram,Yes,No,Mobile,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0108,Samantha Savage,sess_6e64fe41b2,Facebook,Yes,Yes,Mobile,68,Hoodies Item A,1,No,No,No,0.0,No,product_page,Hoodies
user_0169,Tyler Hawkins,sess_75eec51cd3,Instagram,Yes,Yes,Mobile,94,Accessories Item B,5,No,No,No,0.0,No,product_page,Accessories
user_0238,Kelly Patterson,sess_43f45fd086,Google,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0395,Joanne Elliott,sess_385134857c,Facebook,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0336,Stephen Lawson,sess_6209bcfdfb,Facebook,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0204,Jamie Diaz,sess_aa2f31c68b,Facebook,Yes,Yes,Mobile,149,T-Shirts Item Z,1,No,No,No,0.0,No,product_page,T-Shirts
user_0215,Alvin Ortega,sess_5147f8ce77,Instagram,Yes,Yes,Mobile,39,Jeans Item B,3,No,No,No,0.0,No,product_page,Jeans
user_0326,Christopher Allen,sess_ee0b91e540,Instagram,Yes,Yes,Desktop,11,,0,No,No,No,0.0,No,landing_page,
user_0315,Brian Casey,sess_6d2d8b09ab,Instagram,Yes,Yes,Mobile,223,Accessories Item B,2,Yes,Yes,Yes,13.51,Yes,purchase_confirmation,Accessories
user_0019,Kevin Bryant,sess_53d5a89086,Facebook,Yes,Yes,Mobile,92,Pants Item B,1,No,No,No,0.0,No,product_page,Pants
user_0281,Mark Daniels,sess_46f01e376a,Instagram,Yes,Yes,Mobile,414,Hoodies Item X,1,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0053,Dana Liu,sess_602bb009cf,Instagram,Yes,Yes,Mobile,21,,0,No,No,No,0.0,No,landing_page,
user_0041,William Ellison,sess_b30ffe91a5,Facebook,Yes,Yes,Mobile,134,Accessories Item A,2,No,No,No,0.0,No,product_page,Accessories
user_0002,Tyrone Hubbard,sess_4858a4aabe,Facebook,Yes,Yes,Mobile,71,Shorts Item B,2,No,No,No,0.0,No,product_page,Shorts
user_0360,Deborah Green,sess_6c521ab3cc,Facebook,Yes,Yes,Mobile,294,Hoodies Item Z,3,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0244,Laura Cobb,sess_be44f33052,Instagram,Yes,Yes,Mobile,344,T-Shirts Item A,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0011,Bruce Potter,sess_9dc81e7050,Instagram,Yes,Yes,Desktop,172,Jeans Item B,1,No,No,No,0.0,No,product_page,Jeans
user_0065,Jennifer Werner,sess_2c8c519024,Google,Yes,Yes,Mobile,249,Shorts Item Z,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0246,Richard Cannon,sess_77e880e960,Google,Yes,Yes,Mobile,74,T-Shirts Item Z,3,No,No,No,0.0,No,product_page,T-Shirts
user_0086,Barry Garcia,sess_de770c0cc5,Instagram,Yes,Yes,Mobile,476,Hoodies Item A,2,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0302,James Carroll,sess_e17d4b0c74,Instagram,Yes,Yes,Desktop,145,Jeans Item A,2,No,No,No,0.0,No,product_page,Jeans
user_0235,Samantha Moran,sess_2060b0f06d,Facebook,Yes,Yes,Mobile,719,Pants Item B,2,Yes,Yes,Yes,41.5,No,purchase_confirmation,Pants
user_0206,Amanda Stanton,sess_2f129f544f,Instagram,Yes,Yes,Mobile,267,T-Shirts Item B,4,Yes,No,No,0.0,No,cart,T-Shirts
user_0250,Jeffrey Taylor,sess_de4beb70e1,Facebook,Yes,Yes,Desktop,235,Pants Item X,1,Yes,No,No,0.0,No,cart,Pants
user_0289,Robert Parker,sess_9ad128a4ec,Facebook,Yes,Yes,Mobile,22,,0,No,No,No,0.0,No,landing_page,
user_0064,Angela Casey,sess_173de65014,Facebook,Yes,Yes,Mobile,270,Pants Item Z,2,Yes,No,No,0.0,No,cart,Pants
user_0248,Corey Villegas,sess_fcdfb17e61,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0043,Aaron Bean,sess_486845dfd1,Google,Yes,Yes,Desktop,30,,0,No,No,No,0.0,No,landing_page,
user_0348,Audrey Morgan,sess_e788a1af5d,Instagram,Yes,Yes,Mobile,529,Shorts Item X,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0058,Kathleen Haney,sess_e7c5523314,Instagram,Yes,Yes,Mobile,72,T-Shirts Item B,2,No,No,No,0.0,No,product_page,T-Shirts
user_0378,Michelle Smith,sess_13b846b33c,Instagram,Yes,Yes,Mobile,177,Hoodies Item Z,2,No,No,No,0.0,No,product_page,Hoodies
user_0247,Daniel Quinn,sess_2b180cd049,Instagram,No,No,Desktop,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0237,Carolyn Blackwell,sess_b671968ec3,Facebook,Yes,Yes,Mobile,82,Shorts Item A,2,No,No,No,0.0,No,product_page,Shorts
user_0153,Scott Cook,sess_6b6bb5453a,Instagram,Yes,Yes,Mobile,127,Hoodies Item X,2,No,No,No,0.0,No,product_page,Hoodies
user_0229,Robert Watson,sess_8ce5eaabde,Instagram,Yes,Yes,Desktop,484,T-Shirts Item A,5,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0103,Penny Moore,sess_946f0c4142,Instagram,Yes,Yes,Desktop,584,Shorts Item Z,2,Yes,Yes,No,0.0,No,checkout,Shorts
user_0286,Matthew Webster,sess_edcd2f986d,Facebook,Yes,Yes,Mobile,141,T-Shirts Item B,1,No,No,No,0.0,No,product_page,T-Shirts
user_0319,Scott Klein,sess_a42cc59339,Facebook,Yes,Yes,Mobile,105,Pants Item B,1,No,No,No,0.0,No,product_page,Pants
user_0384,Elizabeth Thomas,sess_324f22924f,Instagram,Yes,Yes,Mobile,25,,0,No,No,No,0.0,No,landing_page,
user_0352,Laura Johnson,sess_2295d9c927,Instagram,Yes,Yes,Mobile,596,Shorts Item B,5,Yes,Yes,No,0.0,No,checkout,Shorts
user_0052,April Clarke,sess_ce024a6db2,Facebook,Yes,Yes,Mobile,59,Pants Item A,1,No,No,No,0.0,No,product_page,Pants
user_0054,Adam Owens,sess_58ad10eddf,Instagram,Yes,Yes,Desktop,274,T-Shirts Item B,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0033,Drew Walker,sess_9f3f236ea1,Facebook,Yes,Yes,Mobile,128,Shorts Item X,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0205,Melissa Hall,sess_19ff9b2254,Google,Yes,Yes,Mobile,235,T-Shirts Item X,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0345,Autumn Barker,sess_67770eb3bb,Instagram,Yes,Yes,Desktop,179,Jeans Item X,1,No,No,No,0.0,No,product_page,Jeans
user_0098,Anthony Poole,sess_1fee284265,Instagram,Yes,Yes,Mobile,365,Jeans Item B,4,Yes,Yes,No,0.0,No,checkout,Jeans
user_0378,Michelle Smith,sess_d89db8d56c,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0364,Andrea Hawkins,sess_463f92ae8d,Instagram,Yes,Yes,Mobile,381,Pants Item B,3,Yes,Yes,No,0.0,No,checkout,Pants
user_0263,Jonathan Newton,sess_2d40685671,Instagram,No,No,Desktop,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0359,Mitchell Flowers DDS,sess_29e3dc4ed6,Facebook,Yes,Yes,Mobile,175,Jeans Item Z,3,No,No,No,0.0,No,product_page,Jeans
user_0264,Richard Morrison,sess_4277d1b94f,Facebook,Yes,Yes,Mobile,280,Hoodies Item B,4,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0103,Penny Moore,sess_67fb46a0b9,Instagram,Yes,Yes,Desktop,355,Hoodies Item A,2,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0033,Drew Walker,sess_5258f7cd62,Facebook,Yes,Yes,Mobile,521,Jeans Item Z,3,Yes,Yes,No,0.0,No,checkout,Jeans
user_0363,Tiffany Cole,sess_765531635b,Instagram,Yes,Yes,Mobile,362,Accessories Item B,2,Yes,Yes,No,0.0,No,checkout,Accessories
user_0118,Katherine Barnett,sess_529691931a,Google,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0324,Isabella Nunez,sess_64c3657b6e,Facebook,Yes,Yes,Desktop,385,Accessories Item Z,1,Yes,Yes,No,0.0,No,checkout,Accessories
user_0246,Richard Cannon,sess_aaa0bd2f2b,Instagram,Yes,Yes,Mobile,717,Jeans Item B,6,Yes,Yes,Yes,22.97,No,purchase_confirmation,Jeans
user_0400,Kelly Reyes,sess_ec508af368,Facebook,Yes,Yes,Mobile,160,T-Shirts Item B,1,No,No,No,0.0,No,product_page,T-Shirts
user_0326,Christopher Allen,sess_9a47dfe412,Instagram,Yes,Yes,Mobile,793,Jeans Item B,1,Yes,Yes,Yes,47.98,No,purchase_confirmation,Jeans
user_0291,Cynthia Sherman,sess_fa68638f97,Instagram,Yes,Yes,Mobile,292,Jeans Item X,5,Yes,No,No,0.0,No,cart,Jeans
user_0331,Adam Gross,sess_601a67f917,Facebook,Yes,Yes,Desktop,190,Accessories Item X,1,Yes,Yes,No,0.0,No,checkout,Accessories
user_0269,Christopher Spears,sess_2afc6454d0,Instagram,Yes,Yes,Mobile,226,Hoodies Item B,4,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0131,Paul Shea,sess_7b5bf7e40f,Facebook,Yes,No,Mobile,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0180,Jason West,sess_0617a85ea9,Instagram,Yes,Yes,Mobile,435,T-Shirts Item Z,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0224,Kimberly Turner,sess_28f44ddd94,Instagram,Yes,Yes,Mobile,86,Jeans Item A,1,No,No,No,0.0,No,product_page,Jeans
user_0069,Jeffrey Hernandez,sess_4a1e722c93,Instagram,Yes,Yes,Mobile,370,Accessories Item B,1,Yes,Yes,No,0.0,No,checkout,Accessories
user_0271,Michelle Parker,sess_c8bc697ee3,Instagram,Yes,Yes,Mobile,989,Shorts Item X,1,Yes,Yes,Yes,20.5,No,purchase_confirmation,Shorts
user_0266,Annette Lee,sess_334bf23d35,Instagram,Yes,Yes,Mobile,131,Shorts Item Z,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0078,Carmen Rodriguez,sess_6d91232ad3,Google,Yes,Yes,Mobile,524,Accessories Item Z,1,Yes,Yes,No,0.0,No,checkout,Accessories
user_0097,Joshua Blackburn,sess_b37487dc14,Facebook,Yes,Yes,Desktop,534,T-Shirts Item A,2,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0252,Misty Johnson,sess_46e4e7388f,Facebook,Yes,Yes,Mobile,147,T-Shirts Item X,5,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0245,Amber Park,sess_62b4ff39eb,Instagram,Yes,Yes,Desktop,689,Shorts Item B,1,Yes,Yes,Yes,23.79,No,purchase_confirmation,Shorts
user_0189,Kristen Barron,sess_bdd3da3eff,Facebook,Yes,Yes,Desktop,70,Jeans Item Z,4,No,No,No,0.0,No,product_page,Jeans
user_0005,Michael Price,sess_365c8d305b,Facebook,Yes,Yes,Mobile,519,T-Shirts Item Z,1,Yes,Yes,Yes,18.04,No,purchase_confirmation,T-Shirts
user_0302,James Carroll,sess_a483453441,Facebook,Yes,Yes,Mobile,73,Hoodies Item Z,2,No,No,No,0.0,No,product_page,Hoodies
user_0264,Richard Morrison,sess_1d4393878a,Google,Yes,Yes,Mobile,20,,0,No,No,No,0.0,No,landing_page,
user_0344,Kenneth Holden,sess_983494c568,Instagram,Yes,Yes,Mobile,238,T-Shirts Item Z,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0380,Jordan Thomas,sess_733a6c27ac,Instagram,Yes,No,Desktop,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0387,Joshua Mcdonald,sess_fc1426d419,Google,Yes,Yes,Mobile,424,Jeans Item X,2,Yes,Yes,No,0.0,No,checkout,Jeans
user_0283,Curtis Nichols,sess_985301659c,Facebook,Yes,Yes,Mobile,76,Jeans Item Z,1,Yes,No,No,0.0,No,cart,Jeans
user_0346,Derrick Giles,sess_7ddcb089da,Facebook,Yes,Yes,Mobile,655,Shorts Item A,2,Yes,Yes,Yes,14.78,No,purchase_confirmation,Shorts
user_0244,Laura Cobb,sess_47186c694a,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0348,Audrey Morgan,sess_9dfac3cfc2,Facebook,Yes,Yes,Mobile,471,Shorts Item B,5,Yes,Yes,Yes,20.14,No,purchase_confirmation,Shorts
user_0026,Christopher Baker,sess_d963f2f167,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0339,Erica Bradley,sess_d710990542,Instagram,Yes,Yes,Desktop,741,Jeans Item X,1,Yes,Yes,Yes,37.52,Yes,purchase_confirmation,Jeans
user_0018,Richard Norton,sess_f3f6b1833c,Google,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0236,Brianna Hamilton,sess_fed74b43f9,Google,Yes,Yes,Mobile,143,Hoodies Item X,1,No,No,No,0.0,No,product_page,Hoodies
user_0113,Michael Sims,sess_d5f2734430,Instagram,Yes,No,Mobile,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0073,Kathryn Hancock,sess_b21e198ce8,Instagram,Yes,Yes,Mobile,151,Accessories Item A,1,Yes,No,No,0.0,No,cart,Accessories
user_0386,Maria Diaz,sess_b4b330b0ac,Instagram,Yes,Yes,Desktop,13,,0,No,No,No,0.0,No,landing_page,
user_0225,Jonathan Salas,sess_f1c4af1ae3,Facebook,Yes,Yes,Desktop,150,Hoodies Item X,1,No,No,No,0.0,No,product_page,Hoodies
user_0059,Leslie Walsh,sess_f914a039ce,Instagram,Yes,Yes,Mobile,160,Hoodies Item Z,1,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0295,Logan Thompson,sess_2e4563d20d,Facebook,No,No,Desktop,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0117,Jason Stephens,sess_a2c71ca96a,Google,Yes,Yes,Mobile,534,T-Shirts Item A,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0012,Troy Smith,sess_5e693fd378,Facebook,Yes,Yes,Mobile,165,Shorts Item B,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0075,Jennifer Johnson,sess_3cfff3c62b,Instagram,Yes,Yes,Mobile,660,Pants Item X,4,Yes,Yes,Yes,32.33,No,purchase_confirmation,Pants
user_0122,Mr. Kyle Griffin MD,sess_10d73610c6,Facebook,Yes,Yes,Desktop,146,Shorts Item B,2,Yes,No,No,0.0,No,cart,Shorts
user_0397,Jared Mitchell,sess_6baa4c8954,Instagram,Yes,Yes,Mobile,56,Shorts Item X,4,No,No,No,0.0,No,product_page,Shorts
user_0086,Barry Garcia,sess_e69e34a437,Instagram,Yes,Yes,Mobile,52,Shorts Item X,1,No,No,No,0.0,No,product_page,Shorts
user_0159,Gerald Reynolds,sess_73ce0d44fd,Instagram,Yes,Yes,Mobile,982,Pants Item A,1,Yes,Yes,Yes,32.17,No,purchase_confirmation,Pants
user_0331,Adam Gross,sess_78baa40064,Facebook,Yes,Yes,Mobile,32,Shorts Item B,1,No,No,No,0.0,No,product_page,Shorts
user_0392,George Stephens,sess_615e2dba29,Google,Yes,Yes,Mobile,911,Hoodies Item X,1,Yes,Yes,Yes,46.91,No,purchase_confirmation,Hoodies
user_0355,Corey Dennis,sess_1c7bc66509,Instagram,Yes,Yes,Mobile,291,Accessories Item A,1,Yes,Yes,No,0.0,No,checkout,Accessories
user_0067,Jonathan Dudley,sess_7fb0f437f9,Instagram,Yes,Yes,Mobile,108,Jeans Item B,3,No,No,No,0.0,No,product_page,Jeans
user_0228,Mckenzie Boyd,sess_e02c271808,Instagram,Yes,Yes,Mobile,123,Jeans Item B,2,No,No,No,0.0,No,product_page,Jeans
user_0163,Larry Boyle,sess_5f4dca8cb7,Instagram,Yes,Yes,Mobile,73,Hoodies Item X,1,No,No,No,0.0,No,product_page,Hoodies
user_0148,Victor Simmons,sess_5a4b8704b9,Google,Yes,Yes,Mobile,11,,0,No,No,No,0.0,No,landing_page,
user_0283,Curtis Nichols,sess_284ead2df9,Instagram,Yes,Yes,Mobile,416,Shorts Item X,2,Yes,Yes,No,0.0,No,checkout,Shorts
user_0356,Eric Herrera,sess_2fb05f1341,Facebook,Yes,Yes,Desktop,135,Jeans Item B,1,Yes,Yes,No,0.0,No,checkout,Jeans
user_0027,Kyle Jones,sess_8cc9b87b9f,Instagram,Yes,Yes,Mobile,100,T-Shirts Item Z,1,No,No,No,0.0,No,product_page,T-Shirts
user_0051,Rebecca Richards,sess_c575e5611d,Instagram,Yes,Yes,Mobile,593,Jeans Item A,6,Yes,Yes,No,0.0,No,checkout,Jeans
user_0299,Sarah Jacobs,sess_7925b761d9,Instagram,Yes,Yes,Mobile,230,Jeans Item A,2,Yes,Yes,No,0.0,No,checkout,Jeans
user_0159,Gerald Reynolds,sess_2955aa6573,Instagram,Yes,Yes,Mobile,221,Hoodies Item Z,1,Yes,No,No,0.0,No,cart,Hoodies
user_0364,Andrea Hawkins,sess_3f27489fe8,Instagram,Yes,Yes,Desktop,96,Shorts Item A,4,No,No,No,0.0,No,product_page,Shorts
user_0220,Jared Gomez,sess_f19db06456,Instagram,Yes,Yes,Mobile,432,T-Shirts Item A,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0338,Joseph Carrillo,sess_1eb61fbc50,Instagram,Yes,Yes,Desktop,424,Hoodies Item Z,2,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0237,Carolyn Blackwell,sess_b651616260,Instagram,Yes,Yes,Mobile,88,Jeans Item A,1,No,No,No,0.0,No,product_page,Jeans
user_0359,Mitchell Flowers DDS,sess_c597cc8b3a,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0256,Brittany Diaz DDS,sess_c76223f609,Facebook,Yes,No,Mobile,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0191,Deborah Hoffman,sess_ea5c633770,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0382,Christina Rangel,sess_35144d63ae,Instagram,Yes,Yes,Desktop,117,Shorts Item Z,1,No,No,No,0.0,No,product_page,Shorts
user_0341,Michael Moore,sess_abaa450f14,Instagram,Yes,Yes,Mobile,17,,0,No,No,No,0.0,No,landing_page,
user_0112,Beth Ford,sess_f4082afed0,Facebook,Yes,Yes,Mobile,12,,0,No,No,No,0.0,No,landing_page,
user_0003,Candice Acevedo,sess_ada50061f7,Google,Yes,No,Desktop,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0337,Scott Graves,sess_8b3ba74687,Google,Yes,Yes,Mobile,312,T-Shirts Item X,2,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0057,Eric Patel,sess_12ab419e70,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0289,Robert Parker,sess_28ce264c7a,Instagram,Yes,Yes,Mobile,126,Hoodies Item Z,2,No,No,No,0.0,No,product_page,Hoodies
user_0283,Curtis Nichols,sess_973fec8a86,Facebook,Yes,Yes,Mobile,353,T-Shirts Item X,3,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0155,Patrick Braun,sess_0b92fe8b63,Instagram,Yes,Yes,Desktop,110,T-Shirts Item X,4,No,No,No,0.0,No,product_page,T-Shirts
user_0074,Spencer Norris,sess_0948f93ba0,Instagram,Yes,Yes,Desktop,395,Shorts Item B,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0083,Patricia Robinson,sess_09d8162587,Facebook,Yes,Yes,Mobile,167,Pants Item X,2,Yes,No,No,0.0,No,cart,Pants
user_0308,Michael Wang,sess_fd104aef15,Instagram,Yes,Yes,Mobile,265,Hoodies Item B,1,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0087,David Kelley,sess_e63a68a72c,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0049,Jacob White,sess_3cba899830,Instagram,Yes,Yes,Mobile,460,T-Shirts Item X,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0287,Stephanie Braun,sess_d368a01cf5,Facebook,Yes,Yes,Mobile,114,T-Shirts Item Z,3,No,No,No,0.0,No,product_page,T-Shirts
user_0259,Robert Mcdonald,sess_dee983ebfd,Instagram,Yes,Yes,Mobile,559,Jeans Item B,2,Yes,Yes,Yes,31.45,No,purchase_confirmation,Jeans
user_0020,Ryan Williams,sess_ec0550cbcb,Instagram,Yes,Yes,Desktop,123,Jeans Item A,1,No,No,No,0.0,No,product_page,Jeans
user_0173,Carrie Garcia,sess_a45b49fc0f,Instagram,Yes,Yes,Desktop,458,Hoodies Item A,1,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0089,John Allen,sess_45bea9a0ee,Instagram,Yes,No,Desktop,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0191,Deborah Hoffman,sess_b9b312e016,Instagram,Yes,Yes,Mobile,897,T-Shirts Item B,1,Yes,Yes,Yes,23.79,No,purchase_confirmation,T-Shirts
user_0133,Gabriel Ewing,sess_343a643621,Facebook,No,No,Desktop,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0235,Samantha Moran,sess_11b17a647e,Google,Yes,No,Mobile,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0143,Christine Ramirez,sess_8dd50e80ec,Instagram,Yes,Yes,Desktop,474,Accessories Item A,1,Yes,Yes,No,0.0,No,checkout,Accessories
user_0065,Jennifer Werner,sess_02f556dea7,Google,Yes,Yes,Mobile,109,Pants Item B,1,No,No,No,0.0,No,product_page,Pants
